tweet	relevance	sentiment
@heinzkamke Es ist so lange her, dass ich ein Ticket kaufte ... *hust* @DB_Bahn	true	neutral
"@verkehrsbaer ja, aber finde es schon dreist, der Wegfall der S9 an manchen Sonntagen war auch ""Störung an der Strecke"" @DB_Bahn @RMVdialog"	true	negative
"Mittlerweile bin ich ja der Ansicht, dass das ""E"" in ICE für edge steht. - ""Bitte während der Fahrt keine Blumen pflücken."" // cc @DB_Bahn"	true	neutral
RT @iBlali: Gerade eine super gechillte Zuschauerin in der Bahn getroffen, die Fahrt über mit ihr gequatscht und trotzdem kein Plan, wie si…	false	neutral
Am Tag der #ZP10 hat natürlich die Bahn Verspätung	true	negative
@Gefvhlskalt Unwetter, Oberleitung kaputt, Bahn bezahlt Hotel. Ja, 2 Tage!!	true	neutral
Da fuhr mir die Bahn vor der Nase weg OTL jetzt heißts 15 Minuten warten...	true	neutral
Der erste Blitzer des Landkreises steht an der B15 #Dorfen Richtung #Haag nach der Bahn http://t.co/F8F1xtpI7k	true	neutral
Gespräch in der S-Bahn :Brauchen wir noch was? Nix? Auch keinen Kuchen? ??????	true	neutral
nylon legs corap strumpfhose metro bahn https://t.co/tSI0G0TaRM	false	neutral
RT @SatireFrosch: Karl-Theodor zu Guttenberg berät jetzt die Lufthansa …. Warum nicht die Bahn? Die sollte man besser #abschreiben.	true	negative
#Job #Stellenangebot http://t.co/9Yd6s738Lb - Deutsche Bahn AG: Leiter Zentrale Leitstelle (w/m)	false	neutral
Warum fahren die Züge erst am Samstag wieder nach Plan? #bahn #gdl #streik http://t.co/gLGuSWxl1V http://t.co/fXYOFT7MBD	true	negative
@KatrinEberhardt @DB_Bahn ich denk die db ist netter als ich ;)	true	positive
Bahn-Chef verspricht - Nie wieder Chaos bei der Bahn?: Die Deutsche Bahn verspricht Verbesserungen. Bahnhofsu... https://t.co/7MiZlmphWm	true	neutral
"RT @BahnAnsagen: ""Im Gleis vor uns steht eine Kuh. Wir schlängeln uns mal vorbei!"" (@favorieth) #Bahn #Ansage"	true	neutral
(Getestet mit 42mm) Wie sieht es bei der 38mm-Variante aus? Geht es auch da? Dann nämlich bitte in die App implementieren! // cc @DB_Bahn	false	neutral
RT @bezauberndblond: Ab geht's zur Bahn. .....	true	neutral
.@fr_papperlapapp @empoere_dich @DB_Bahn Wir sind ja auch sowas wie Kollegen https://t.co/Hw0wJneLCO	true	neutral
Immer wieder für einen makaberen Scherz zu haben, die S-Bahn. lol https://t.co/rpINKWlg0M	true	neutral
Die @DB_Bahn bietet mit @Qixxit eine neue Mobilitäts- App, die einen oder besser 2 Blicke wert ist. # reise #apptips # bahn	true	neutral
@Sascha_Foerster Bahn- und Öffitickets binnen Sekunden oder Minuten aufs Smartphone kaufen zu können.	true	positive
RT @theR3m: .@DB_Bahn empfiehlt Menschen die sich zu teure Tickets nicht/nur in Raten leisten können hämisch Flaschen zu sammeln https://t.…	true	negative
Schadensersatz-Klage - Bahn will 70 Mio. Euro vom Pannen-Flughafen https://t.co/eeTnL6Ya3p	true	neutral
RT @distanceiscrap: Als wir uns das erste mal allein getroffen haben, ist die Bahn direkt vor unsere Nase weggefahren, eine ältere Frau hat…	true	neutral
@DB_Bahn Habe folgendes gebucht: http://t.co/rEz6aSvSBa VIA: http://t.co/Jwry6bvJnW Kann ich auch damit fahren? http://t.co/EaAyr4v3hG LG	true	neutral
Bahn von Hamburg nach Bremen mit 1,5 Stunden Verspätung? Kein Problem! https://t.co/4KlsomJsMx	true	negative
DTN Germany: +++ Bahn-Streik im News-Ticker +++ - Erster öffentlicher Auftritt der Bahnschlichter erwartet: Im... http://t.co/N9VuBaOpQb	true	negative
#Job #Stellenangebot https://t.co/L8uzhmbPvz - Deutsche Bahn AG: Spezial-Baufacharbeiter (w/m)	false	neutral
RT @linocobain: Ich finde, der Ommel - Squad sollte sich mal wieder in Berlin treffen und ein bisschen S-Bahn fahren.	true	neutral
RT @MrsBadtaste: Hat man so lange Beine wie ich, sitzt man mit 60% der Menschen, die einem in der Bahn gegenüber sitzen, innig umschlungen.	true	negative
@DB_Bahn Das scheint dann nicht das gesamte Personal in den Zügen zu wissen...	true	neutral
#LKW - Lobby schlägt Vernunft ^^ https://t.co/7XR6JL67Z6 via @SPIEGELONLINE #Bahn #Dobrindt	true	neutral
Sitze seit einer halben Stunde im Bus für eine Strecke, die mit der Bahn 7 min dauert #WeilWirDichLieben	true	neutral
Im Zug korrigiert gerade eine Lehrerin Deutschaufsätze, während sie ein Bier zischt. Ich sehe zu viele Leute mit Alkohol in der Bahn...	true	negative
#spiegel Bahn-Aufsichtsrat: Stuttgart-21-Gegner stellen Anzeige wegen Untreue: Der… http://t.co/ADNxG4yXMp	true	neutral
"RT @Kryoriaa: und die Bahn so ""woah, long chilli cheese für 1,99!"" https://t.co/f2ftkYckFx"	true	neutral
Deutsche Bahn AG / DB International GmbH sucht Leiter/in Arbeitsgebiet Umwelt & Geotechnik #Jobbörse #Jobs... https://t.co/fuNxENoyhf	false	neutral
@theR3m @DB_Bahn @UWAP_DE der Master-Studiengang in Ratenzahlung ist auch teuer als als lump sum: https://t.co/RcyNOxDh0b	true	neutral
@DB_Bahn danke,ein Freund sitzt im Moment noch im RB10388 + will in den 118 umsteigen. Jetzt steht da etwas von Notfalleinsatz aber noch 1/2	true	neutral
@Liesdas Geht bei der grafischen Platzreservierung. Wenn Zug jedoch anders gereiht fährt, ist es evtl. wieder hinfällig. /si	true	neutral
Ich bin gerade gerannt um die Bahn zu bekommen und habe wieder bemerkt, wie unsportlich ich bin.	true	neutral
DB Regio will mit Einsparungen in Mitteldeutschland wettbewerbsfähiger werden https://t.co/BsXOyo0k7x	true	neutral
Alter ich hasse die deutsch Bahn	true	negative
JAH: hit the quan in der Bahn	true	neutral
"RT @BahnAnsagen: ""In Kürze erreichen wir Regensburg. - In a few minutes, we will arrive in Nuremberg!"" (@DrachenHerz) # Bahn #Ansage"	true	neutral
"Zug steht. Techniker raus - Techniker rein. Sagt:""Kaum erwischt man ne Taube, schon geht nichts mehr. Is ja schlimmer als bei der DB."" #hkx"	true	positive
Kein Glück hab ich jetzt ja gerade schon auf der Rückfahrt (Bahn genau verpasst, 20 Minuten warten), dann hab ich bestimmt Vergabeglück °3°	true	neutral
Reisevorbereitung @DB_Bahn #Berlin nach #Gießen https://t.co/wpps7d5ObG	true	neutral
Die Bahn hat jetzt sicher das Akku Problem.	true	neutral
"~@Wiwo: ""Bahn will Flotten mit autonom fahrenden Autos entwickeln"" ... #Bahn #AutonomousCars #Autonomous https://t.co/xHN2pHBlY7"	true	neutral
RT @nameless_eve: #youknowyouregermanwhen die post streikt, die bahn streikt, Erzieher streiken, lehrer streiken und alle streiken weil all…	true	negative
@krokodilgemuese Das steht doch recht gut für das gesamte Unternehmen. @DB_Bahn	true	positive
RT @bighel: Notiz an mich selbst: S-Bahn ist auch keine Lösung https://t.co/RUNL4GAbH5	true	neutral
@DB_Bahn klar, ICH höre. Ein Gehörloser soll sich darauf verlassen, dass Hörende ihm rechtzeitig beispringen? Mhhh. Mager.	true	neutral
Wie fahren Sie 2016 in Ihren Traum-Urlaub in Deutschland? Mit Bus, Bahn, Auto oder Flugzeug? - https://t.co/tv0N2MlR4S	true	neutral
@DB_Info @DB_Bahn können Sie mir sagen, wo die SEV-Busse bleiben, die für Neustadt am Rüdenberge eingesetzt werden?	true	neutral
S- Bahn : Keine Ost-West-Sperrung und Raucher sollen zahlen , aus Der Tagesspiegel https://t.co/f55MMLXkA5	true	neutral
Leute in zerrissenen Hemden und kunstblutverschmiert betreten die Bahn. Was die wohl vorhaben.	true	neutral
Da ist Produktiv �� “@bastianbender Reaktion der @DB_Bahn auf das Chaos um #Düsseldorf: Infohütte wird geschlossen. http://t.co/RiPwMvH2wm”	true	negative
@Coocooo266 Wird wohl langsam Zeit, auf die Bahn umzusteigen ... #reifengate #brückengate	true	neutral
(kleiner) Reisetag! Und positiv überrascht von @DB_Bahn, die Verspätung aufgeholt hat und ich den Anschluss doch noch bekomme :)	true	positive
#Deutschland2016: In Stuttgart gibt es nun W-Lan in der S-Bahn – allerdings nur in zwei Zügen. https://t.co/xLrzYWIXCH	true	neutral
RT @RitaKasino: Hier in der Bahn macht jemand Hausaufgaben. Nach 10 Minuten panischen Abschreibens fiel mir ein, dass ich mein Abi vor 18 …	true	neutral
RT @oliverruehl: Der ICE könnte auch über #Ansbach fahren. Tut er aber nicht. @DB_Bahn das wär doch was! http://t.co/A5ElyAM0J4	true	positive
[ DB Regio] 1. Akt. #Neustadt (Aisch) - ##Steinach (b.R.o.D.T.): #Technische #Störung an der #Strecke +++ http://t.co/okvvYyScIF	true	neutral
Endlich hatte die Bahn mal so Verspätung dass ich sie noch bekommen haben ��	true	negative
Hey @db_Bahn, fährt IC2066 oder IRE19018 heute zuerst Richtung Pforzheim?	true	neutral
@DB_Bahn @CoherentState Fährt aber nur bis Dortmund statt Düsseldorf aufgrund des Stellwerksbrandes in Mülheim.	true	negative
Die Bauarbeiten der @DB_Info bei #Hannover wirken sich auch auf #Kiel und Schleswig-Holstein aus. https://t.co/JiebNwf5HO #bahn #DB	true	neutral
RT @VortexUniverse: eben bahn gefahren. JEDER stand vor der Tür & hat sich panisch gewundert weil sie nicht öffnete. #zombies #apokalypse h…	true	negative
@DB_Bahn Danke. Ihre Buchungsseite ist maximalst unpraktisch, wenn einem trotzdem manche IREs angezeigt werden & manche nicht.	true	negative
Berlin: S-Bahn bomben mit RWRZ (Video) via @rapblokk https://t.co/52TuJDveKZ	true	neutral
Telekom und Bahn - » Überrascht von hoher Nachfrage: Das WLAN-Angebot in Zügen kämpft weiter mit Problemen. M... http://t.co/KJXHzGkQ0s	true	negative
@Jasii97 ich fahr mit der Bahn, klar ist mir langweilig XY	true	negative
@mirkosw die S-Bahn hat dafür Schwellenbrand ... Besteht ein Zusammenhang bzw. Ähnlichkeit.	true	neutral
@Trias_ Jop, war ein Fehler die Bahn zu privatisieren. Die Beamten wurden nämlich afaik auch besser bezahlt.	true	negative
Mein Fahrrad darf heute zum ersten mal Bahn fahren...weil ich natürlich zu spät dran bin! Orrr	true	neutral
Ich hasse es wenn die Bahn an einem einfach vorbei fahrt!	true	negative
In der Bahn macht ein Mann Klimmzüge an der Haltestange und singt dabei. Endlich kann ich mich mal normal fühlen.	true	neutral
- jetzt wo ich so oft in Köln bin. Bräuchte nur in die Bahn zu steigen und zu deiner (hoffentlich noch) Arbeitsstelle zu fahren -	true	neutral
Dieser Moment, wenn der Zugführer die Verspätung (120) in Sekunden ansagt, die erschrockenen Gesichter. Ein Highlight #bahn #dbjrvv	true	negative
R-Bahn R1 Richtung Stuttgart Hauptbahnhof (oben) mit der nächsten Haltestelle Lonsee hat 0:05:00 Verspätung	true	negative
@phillaude lass mich raten... Du sitzt grad in der Bahn!	true	neutral
Tag 2 Lok kaputt. WTF?!?!?! #Bahn das ist doch nicht der erste Sommer?!?!	true	negative
Alter der Nebel fickt mich Das Geräusch von der Bahn kam doch ich hatte nichts gesehen Ich hatte so Panik überfahren zu werden	true	neutral
Meine Bahn hat 45 Minuten Verspätung?! WIE KANN MAN SO VERFICKT VERBLÖDET SEIN? BAHNFAHREN IST DAS UNANSPRUCHVOLLSTE WAS ES GIBT!!?;;? (1/2)	true	negative
Retweeted Deutsche Bahn (@DB_Info): #RE11 #S1 #S3 Halteausfälle aufgrund von kurzfristigen Bauarbeiten in... https://t.co/RXWhYfFSEw	true	negative
So ein Mist... Die S- Bahn um eine Sekunde verpasst.. Dann wären vermutlich nicht die Türen aufgegangen..	true	neutral
@derchaosmaxi danke ^-^ war mit der s bahn unterwegs. Bin in Berlin :D	true	neutral
Mädels auch wenn das Make-Up noch sitzt...betrunken durch die Bahn torkeln steht euch nicht.	true	negative
@KuttnerSarah @DB_Bahn Hallo Sarah ob klein oder groß, wer will denn das entscheiden?	true	neutral
@nibblerrick das Rad mit in die Bahn natürlich! Und mit dem Auto zurück.	true	neutral
Telekom und Bahn - » Überrascht von hoher Nachfrage: Das WLAN-Angebot in Zügen kämpft weiter mit Problemen. M... http://t.co/wVDtLVCw7y	true	negative
Wenn man früh geht, muss man die Bahn nicht teilen. ;-) (@ Schwimmhalle Sewanstraße) https://t.co/1zUzvia2RS https://t.co/8tJIyBlKQQ	false	neutral
Moin @DB_Bahn! Alle Züge von K nach FFM ordentlich verspätet. Fährt ICE101 denn pünktlich? Der steht schon bereit! #Stellwerkstörung	true	negative
@DB_Bahn gibt es auch nicht mobile BahnCards? Sind die irgendwo festgeschlossen?	true	neutral
Sicherheitsrisiken im Notrufsystem: Bei der Bahn gibt es 250 Funklöcher: Bei der Deutschen Bahn ist... https://t.co/rn0xauoZ5f via @ntvde	true	negative
Die @DB_Bahn will den Service an den Bahnhöfen verbessern. https://t.co/0O9YKwW9FK	true	neutral
@PolizeiMuenchen Passt auf euch auf! Ist die gesamte Münchner S-Bahn betroffen?	true	neutral
@raumplanungtv Ich bin mit ihnen einig, dass #s21 vermutlich ein Lost Place wird und ich glaube auch, dass #s21 vom Bahn fahren abschreckt.	true	negative
Im so done. Is des euer ernst deutsche Bahn ?!?! Uhaghrgnnm	true	negative
"Deutsche Bahn: Nie wieder ""umgekehrte Wagenreihung"": Kennen Sie das: Sie stehen auf dem überfüllten Bahnsteig... https://t.co/GbjlHGwjfj"	true	neutral
RT @Huebscherei: Zwei Lehrer steigen mit ihrer Klasse (14+) in die Berliner S-Bahn. Sie (lächelnd): Hab gezählt, alle da. Er: Kein Grund z…	true	neutral
Sonderfahrt der historischen S-Bahn Hamburg mit der BR470(Baujahr 1968). Heute auf der Linie S1.Abfahrt Ohlsdorf 17:33->nach Blankenese #hvv	true	neutral
Bahn-Streik wird unverzüglich beendet: Der Streik der Lokführergewerkschaft GDL wird unverzüglich beendet. Bahn und… http://t.co/OdzESKjfYR	true	positive
Mann in der Bahn meint: Kollege war im Urlauf auf #Mallorca und nun trinkt man Kaffee aus Eimern im Büro - Dachte das macht man nicht mehr:)	true	neutral
was is das denn bitte. bei bahn arbeiten aber kein englisch könn? noch fragen ob ich übersetzen könne dass das Ticket eines mannes abläuft	true	negative
Bahn plant mehr Baustellen - Folgen sollen gemildert werden https://t.co/qUgXjcTin5	true	neutral
Bahn fahren mit hysterisch teenies und Monster, heut passen bei vielen aber das gequatsche zum Look...#halloween sie kenne das	true	negative
RT @donlwl: Polizei fahndet nach dreister S-Bahn-Bande im Ruhrgebiet @focusonline DEUTSCHE?? https://t.co/BeeA8hg0xk	true	neutral
@SirBruhuno @DB_Bahn süß:D	true	neutral
@DB_Bahn Fragen kostet nichts. �� Hat auch so geklappt.	true	neutral
@robert_we Hmm, die Meldung hab ich auf keinem Gerät und in keinem Browser. Hast Du mal Details? /cc @DB_Bahn	true	neutral
@Acid_Blues Grenzwertig triffts sehr gut. Es wird halt nicht mit gleichem Maß gemessen je nachdem ob ein Bahn Twitter oder Tubestar schreibt	false	neutral
@julienco_ kenn ich auch ich war gestern mit meinen Freundinnen in Tripsdrill und wir haben auf jeder bahn dieses eine lied gesungen :-)	false	neutral
@DB_Bahn sehr traurig. Denkt bitte nochmal darüber nach.	true	negative
@DB_Bahn Dazu mal eine Frage: Wo genau am Berliner Hauptbahnhof befindet sich der Standort dieser E-Fahrzeuge?	true	neutral
"RT @Darth_Lehrer: Ich weiß nicht, was der S-Bahn-Fahrer mit ""Einstein bitte!"" meinte, aber ich bin geneigt zuzustimmen."	true	neutral
Interessante Transen muss man in der Bahn umarmen und sagen, wie fucking awesome man sie als Transe und Mensch findet, sonst ist man Hater.	true	neutral
@Moewenkind ja, an den DB-Automaten	true	neutral
der #speisewagen hat nur überlebt weil jedes wochenende tausende fußballfans bier zu wucherpreisen kaufen. #bahn #fussi #hassliebe	true	negative
New Yorker #U- Bahn: Die #Stimme aus dem #Untergrund http://t.co/H5UWlhZt6g via @SPIEGELONLINE	false	neutral
"Kids spielen Quartett in der Bahn: ""Ich war schon mit Grippe in der Schule!"" ""Ich mit Lungenentzündung!"" ""Okay das bisschen krass."""	true	neutral
@DB_Bahn noch nicht, nein. War in Eile gerade.	true	neutral
"""Noch jemand in Bielefeld zugestiegen?"" Die @DB_Bahn hat offensichtlich den 1. April verpennt und holt das jetzt nach #Bielefeldverschwörung"	true	neutral
Im Ernst # deutschebahn ? Beschissene Abfahrzeiten bei Hauptstoßzeiten& dann fällt die Bahn auch noch aus und lässt einen ewig warten	true	negative
Ich würde gerne wieder mit Rucksack, Schlafsack und Gitarre mit der Bahn zum Festival fahren um vor 3 Leuten zu spielen. Danke.	true	neutral
@artus69 Danke. Fake oder Echt: Unverschämtheit ist untertrieben. Asozial ist die treffende Vokabel. @DB_Bahn // @neuigkeitenchef	true	negative
Ich liebe die @BVG_Ubahn @BVG_Bus @BVG_Kampagne Sie fahren mich zuverlässig noch A nach B. Super! Die Bahn ist ein anderes Unternehmen.	true	neutral
Bahn 18. gleich sind wir wieder im Clubhaus… #swplus #meurers #golf http://t.co/5002YcMO18	false	neutral
"RT @studentenbude_: ""Als was gehst du zu Halloween?"" - ""Als Deutsche Bahn, ich komme nicht."""	true	neutral
"#Reiseangebote - Wien 4* Hotel ""Viennart am Museumsquartier"" 4 Tage (auch mit Bahn): EUR 229,... https://t.co/CxIfiGiak2 #TravelHotel_DE"	true	neutral
Sabine Aschenborn​ Idee für die nächsten S-Bahn-Streiche https://t.co/2WXUr3E0xZ	true	neutral
@bitch_Ladysfuck haha ja ♡aber diesmal fahren wir nicht mit der bahn� Bist die best♡Mit dir hat man Aufjedenfall Spaß ♡♡	true	neutral
#Hohenschönhausen Zwangsarbeit in der DDR: Bahn stellt Studie zu DDR-Häftlingen vor: Bahnchef Rüdiger Grube st... https://t.co/DShYW7U9VK	true	neutral
@MoPe156 Hi, schaue dir diesen Artikel an: https://t.co/DCzaiRAn1x ,-) VG ^#LumiaHilft /cc @DB_Bahn	true	neutral
RT @PenicillinPeter: Lieblingsauto: Fahre Bahn	true	neutral
RT @SPIEGEL_Top: Tarifkonflikt: Schlichtung zwischen GdL und Bahn erfolgreich http://t.co/JHC4k2wx7R	true	neutral
Skydeck ist übrigens das Innovationszentrum zur Digitalisierung der Deutschen Bahn. Infos: https://t.co/jKQDMansju https://t.co/vEWqc1WLRi	true	neutral
DB Navigator wird neu auf´s Bahngleis gesetzt via @iPhone_Fan http://t.co/Hu26Cj1UVW http://t.co/nEwT0xU3vg	true	neutral
@Nutellaprinz nope :D ich bleibe auch lieber Beifahrer oder nutze Bus & Bahn.	true	neutral
@DB_Bahn @Domi3112H Ich meine Windows Phone. ;-)	true	neutral
Kritik an Bahn-Politik: Mehdorn wettert wieder - n-tv.de NACHRICHTEN https://t.co/svc2dJiyRk	true	negative
Gerade versucht meine BahnCard über das Kontaktformular auf bahn.de zu kündigen. - Hat geklappt. Was mach ich jetzt mit meinem Weltbild?	true	neutral
Mit dem Regionalexpress durch den Südwesten der Republik ... # Bahn	true	neutral
@Paradiesadler Ich höre die Bahn auch noch, obwohl ich ~1km davon entfernt wohne.. die A5 höre ich lustigerweise fast gar nicht, obwohl die	true	neutral
@DB_Bahn Danke!	true	neutral
RT @Banane0711: @bahajos Das ist das neue, kostensparende Erosionsgrabungsverfahren der Bahn: Alle 100 Jahre verwittert ein Millimeter der …	true	neutral
30min Joggen: geht. S-Bahn / Bus hinterher rennen: nach 5 Metern außer Atem und Seitenstiche. Why Körper? Why?	true	neutral
RT @Herr_Samsa: Gut, dass sich @DB_Bahn (/ki) nicht über in prekären Verhältnissen lebende Menschen lustig macht... -.- RE https://t.co/pJ…	true	neutral
RT @Schwarze_Mieze: Letzte Sonnenstrahlen für heute. Warten auf die #S-Bahn https://t.co/FaY9Ku9aib	true	neutral
Der Schritt verräth, ob Einer schon auf seiner Bahn schreitet: so seht mich gehn! Wer aber seinem Ziel nahe kommt, der tanzt. Nietzsche	false	neutral
Nach entgleister Bahn – Züge rollen wieder durch Pulsnitz: Nachdem am frühen Silvestermorgen ein Zug in Pulsni... https://t.co/52dsX3f1sp	true	negative
[S-Bahn M] 1. Akt. S 7 #Kreuzstrasse: Korrektur Ausfälle zwischen Neubiberg und #Kreuzstrasse (Stand +++ http://t.co/iFVCWHMXKq	true	negative
Baaaah einer hier in der Bahn stinkt aus 3 Metern Entfernung nach Schweiß	true	negative
Das ist die R.bahn wo ich früher die WE verbracht habe und so soll auch das projekt https://t.co/T5u91HBWFy http://t.co/zdygvVUaPZ	true	neutral
Fahrplan in SULZBACH SAAR repariert. Danke! @DB_Bahn https://t.co/3QSxcs4fpC	true	positive
Boa ich tät die Kriese bekommen,wenn ich jetzt erst zur Arbeit müsste.Volle Bahn mit nervigen Menschen.Gut das ich schon 4:30 Uhr raus muss.	true	negative
@DB_Bahn danke. man wird sehen.	true	neutral
@surroundkeller @Pokerbeats Motto der DB? “Die Welt draußen ist schlecht. Wir sorgen dafür, dass sie so lange wie möglich im Zug bleiben.”	true	neutral
Achne, die Bahn ist schon 3 Minuten drüber. Lol	true	negative
Pulsnitz - Zug entgleist nach Kollision mit Baum: Zu einem Zugunfall kam es am Silvestervormittag auf der Bahn...... https://t.co/VW4M5BU1Yt	true	negative
Wenn Tauben unter der S-Bahn-Brücke gurren, klingt das komisch. Hab ich für euch festgestellt.	true	neutral
"Irgendwann gebe ich Erik den Spitznamen ""Deutsche Bahn"" :'D #GronkhTV"	true	neutral
[DB Regio] #Tutzing - #Kochel: #Störung an der #Oberleitung / kein #Zugverkehr zwischen #Bichl und +++ https://t.co/M6BwWPTqWZ	true	negative
@armengard Bitte prüfen Sie Ihre Verbindung vor der Fahrt unter http://t.co/wTX8MAnp9t /je	true	neutral
#Hannover + die #Welt: So fahrt ihr #umsonst mit der Deutschen # Bahn http://t.co/LNSthV5e8J # DB #Bahncard auf gute Unterhaltung hoffen	true	neutral
@DB_Bahn Kontakt zu https://t.co/QSGnf5WzJG, das klick ich wenn ich Fragen zum Webauftritt hab Ne Bedienungsanleitung für die Seite wär gut	true	neutral
@DB_Bahn oh streik erst mal rum...auch gut	true	positive
bitte lass es in der bahn kalt sein!	true	neutral
In der Bahn gibts die Bild Zeitung. Das beschreibt das Niveau der Deutschen Bahn.	true	negative
Ich habe ein @YouTube-Video von @marcelscorpion positiv bewertet: https://t.co/OMiYOIgFUt CALL OF DUTY IN DER BAHN SPIELEN?! |	true	neutral
[M-Business] Ströer Mobile vermarktet Shazam in DE, Bahn modernisiert DB Navigator, EU will Roaming 2017 abschaffen. http://t.co/rlBbwFLC8D	true	positive
S-Bahn S3 Richtung Flughafen/Messe mit der nächsten Haltestelle Hauptbahnhof (tief) hat 0:05:00 Verspätung	true	negative
Shout-out an meinen Homie, die Omma in der Bahn mit Socken mit Hanfblattmuster #swag	true	neutral
RT @ThomasD83: Nachtschicht 2/5 #bahn http://t.co/dYjSOdLbnT	true	neutral
#Wirtschaft #Börse Schneller und öfter nach Frankreich: Bahn beschleunigt die Paris-Strecke: Eine Zugreise in ... http://t.co/2bu9FGgJNm	true	positive
Viessmann 6927 Kit Wood pole luminaire German Reichsbahn, LED warm white, TT https://t.co/ofFEG2YQvq https://t.co/OnCNBZbvlT	false	neutral
"@CapsLockTim ""Danke, dass sie sich für die Bahn entschieden haben"" Was heißt hier Entscheidung ohne Alternative :D"	true	neutral
Ich hasse die @DB_Bahn !	true	negative
Die Fußballer, die S-Bahn, und die Parallelwelt https://t.co/tw3ABxgzeC	true	neutral
@Hasencrowd Nach Dieburg zu kommen sollte mit dem Regionalverkehr der @DB_Bahn kein Problem sein. /di	true	neutral
"RT @Kryoriaa: und die Bahn so ""woah, long chilli cheese für 1,99!"" https://t.co/f2ftkYckFx"	true	neutral
Möchte meine Bahn vielleicht auch mal losfahren	true	neutral
@mtorsby Ja, über die Buchungsrückschau: http://t.co/nKhDlRWtUz /je	false	neutral
Hahaha und alle freuen sich über das #Bahnstreik Ende....ich nicht, jetzt kann ich nicht mehr in der Bahn kuscheln xD	true	positive
Lewentz und Klöckner begrüßen Streik-Ende bei der Bahn: Der rheinland-pfälzische Verkehrsminister Roger Lewent... http://t.co/yc1Zg5oxwO	true	positive
Zumindest kann ich jetzt in der Bahn nicht mehr umfallen... #Gruppenkuscheln Ich mag das ganz doll. NICHT.	true	negative
@DB_Bahn Hallo, was ist die Panorama/Lounge im ICE? Was beinhaltet dies evtl. mit Bild?	true	neutral
Gleisbauarbeiten auf der Berliner S-Bahn hier auf dem Abschnitt zwischen d #bahnbilderde https://t.co/R0IqKx9GIG https://t.co/EutkENdZz8	true	neutral
binca_berlin: Nachts beim Warten auf die nächste Bahn hab ich mein Höschen nicht runterbekommen und so lief alles… https://t.co/4kLmLPITbN	true	neutral
ein Auto ist gerade in meine Bahn gefahren, also ist so vorbeigeschrammt..	true	neutral
wenn jetzt noch die @DB_Bahn weniger zugausfälle hätte, dann wäre auch sogar auch eher zuhause. aber nein, passen ja alle in einen zug.	true	negative
@DB_Bahn das kostet dann extra. Doppelt gestraft, wenn man seine Karte verliert, ist man dann nicht mehr man selbst?	true	negative
Wenn du hungrig in der Bahn bist und sich jemand mit Pizza in Sicht- und Riechweite hinsetzt.	true	neutral
@holgi wolle S-Bahn fahre? - http://t.co/Z2Ze3GeWEn	true	neutral
"RT @friendsurance: Emnid-Umfrage von #Friendsurance: ""Die #Bahn ist kundenfreundlicher als #Versicherungen?"" https://t.co/YttZNtCdSW https:…"	true	positive
@royalnightmare wenn man da beim richtigen anruft. Nachtzuschlag und so. Aber nutten mit smarts? Wassen da los. Sollen bahn fahren	true	neutral
@DB_Bahn Ich brauche eine Auskunft für eine Reisestörung und eine Weiterfahrt. An Welche Telefonnummer kann ich mich wenden?	true	negative
@nyarla23 Die beiden Apps widersprechen sich da, laut Bahn läuft alles normal und ohne Verspätung.	true	negative
#Verkehrswende rückwärts Hermann warnt vor Ausdünnung des Schienen-Güterverkehrs https://t.co/tJYPrRyAt1 #Güterverkehr #Schiene #Bahn	true	neutral
Verspätungsalarm: Bahn plant dieses Jahr 350 Baustellen mehr https://t.co/yLUjljPXCE	true	negative
Verspätungsalarm: Bahn plant dieses Jahr 350 Baustellen mehr https://t.co/8NXZxDXAWp	true	negative
RT @TagesschauVor20: [28.2.96] Einstieg der Bahn beim Transrapid, der ab 2005 im 10-Minutentakt zwischen Hamburg & Berlin schweben wird. ht…	true	neutral
bahn babes http://t.co/xkKkQxHglW	true	neutral
@DB_Bahn Okay, vielen Dank.	true	neutral
Natürlich hat unser ICE eine kaputte Klimaanlage.	true	negative
Ich mache in der s-Bahn Grimassen um in der Reflexion der Scheibe zu sehen wie meine Gesichtsausdrücke für andere aussehen. #komischertyp	true	neutral
RT @glockendoktor: Oder wie man Montag Morgen in der überfüllten Bahn gerne denkt: Ich geniesse das Leben in vollen Zügen.	true	negative
Warum schafft es die @DB_Bahn nicht einmal pünktlich zu sein wenn ich mit dem Zug unterwegs bin?	true	negative
#Reiseangebote - Italien,Gardasee,1Woche, 3*Hotel,Frühstück pro Person ab: EUR 408,00Angebots... http://t.co/J7SmrUIZxA #TravelHotel_DE	false	neutral
@fiftyfourbooks @DB_Bahn Wenn's um #BER geht, macht man kein Späßchen. Und Lettrétage muss ich heute Abend leider absagen. Das nächste Mal!	true	neutral
RT @iBlali: Gerade eine super gechillte Zuschauerin in der Bahn getroffen, die Fahrt über mit ihr gequatscht und trotzdem kein Plan, wie si…	true	positive
ROUNDUP: Bahn-Navigator soll Reisende bis zum Sitzplatz geleiten http://t.co/eHXN69LYPN http://t.co/5BnVIlsnkH	true	neutral
@das_nagnag Wenn die Bahn tatsächlih zu früh fuhr, bitten wir um Entschuldigung. Wir lassen den Vorfall vom Fachbereich prüfen. ^jg	true	negative
