tweet	sentiment
"Ein richtiger Ohrwurm :-) RT @user ""Keks!!! Alter Keks! ist der mit Ohrsand?"" (@helge kommt auch vor) ~http "	positive
#WHS News: Hat der Windows Home Server überhaupt noch eine Zukunft?: Wer sich mit dem Windo... ~http  @user #NAS	neutral
WARM! O_O Ich weiß nicht wieso; aber ich fühl mich Heute sexy!!! 8D	positive
Frauen- #WM Meine Güte ist #Marta cool vor dem Tor. Die hat die Ruhe weg. 3:0	positive
Mein neuer Shop; ich freue mich auf Ihren Besuch ~http 	positive
Guten Morgen Leute..gerade aufgestanden und jetzt die pizza in den Ofen schieben^^	positive
Alle reden von Bing. Mir fällt da erstmal vorrangig Chandler Bing aus #Friends ein... falls sich jemand daran erinnert... #Bing	neutral
#Reisen heißt; die menschliche Existenz ins Schaukeln zu versetzen; sie andere Formen des Daseins probieren zu lassen. (Michel de Montaigne)	neutral
lieber heute ein Samsung Galaxy S2 als irgenwann ein iPhone 5	neutral
So; die letzten beiden kleinen süßen Schlingel haben nun auch ein gutes neues Heim gefunden! Danke an alle; die eins adoptiert haben!!! :-)	positive
hmmm. immer noch krank  =/  Was ein geiler Schultag haha =D hab ein 3- in Mathe wuuuh  =p	na
#WM 2010: Nike; Adidas & Co verlagern ihre Werbekampagnen ins Internet - ~http  #Marketing #PR #SocialMedia #Werbung	neutral
Hack n Slash Cup #4: Nach Sieg gegen NaN ist DkH.HoN im Halbfinale gegen Fnatic ~http 	neutral
NEU: 3DS ab Wintersaison für 170€; schon früher gekauft? Dann Schenkt dir Nintendo 20 Spiele in eShop (mehr info ~http )	neutral
Rebsorten ABC - von Dagmar Ehrlich - Gräfe & Unzer. ~http	neutral
"Konzert: Am 03.06. in Frankfurt Salsa-Konzert mit ""Doble Jugada"" (aus Kolumbien / Kuba) im ""Latin-Palace Chango"" ~http "	neutral
Ich nehme an der Samsung Galaxy S-Verlosung von @user und @user teil: ~http 	neutral
Komme zu „Bottich“ Freitag; 1. April 2011 von 20:00 bis 23:30 . + Dumbell ~http 	neutral
Microsoft arbeitet an Bing und Windows Live Messenger ~http 	neutral
Durch einen Tunnel; der die Residenz des Staatschefs mit der des frz. Botschafters in der Elfenbeinküste verbindet wurde Gbagbo angegriffen.	neutral
#1: 5 x mumbi Displayschutzfolie Samsung i9100 Galaxy S II Displayschutz CrystalClear unsichtbar Fo... ~http  #handy	neutral
#Meral ist geil Elektrisches Gefühl #Juli #XFactor	positive
i ha scho en wiehnachtsgschenkli becho... ziel: schoggi-santa uffresse *freu*	positive
Endlich mal wieder SONNE! - Setzt die Sonnenbrille auf; Leute! 8)	positive
Huch; schon 12 Uhr. Wann ist denn bei euch Mittagspause?	neutral
#Wohnen und #Einrichten in #Berlin ~http 	neutral
Kampf um den Leser: Yahoo; Google und Bing spannen zusammen ~http 	neutral
nacher nt fetzen und dann zurück gammeln	neutral
Immer schön klicken! Seid ihr auch bei Dschini? Klicke gerne zurück. ~http 	neutral
Hergeschaut! Nintendo 3DS – 3D ohne Brille ~http 	neutral
Ein Mann hat sich Viagra verschreiben lassen und der Arzt hat ihm empfohlen; eine Stunde vor dem Verkehr die P...~http	neutral
Talentloser Musiker? Bei @user aus gesummter Melodie 'nen ganzen Song machen. Vorhin bei Funkhaus Europa und jetzt auf ~http 	neutral
Ich habe 3 Fotos im Album „25. Mai 2011“ auf Facebook gepostet ~http	neutral
Rezept: Haferflocken Frühstück ~http	neutral
Ich habe gerade einen Lauf über 9;02 km in einer Zeit von 49:08 mit Nike+ GPS beendet. #nikeplus	neutral
Tec Watch; Neues von der #IFA ~http	neutral
Okay; merke wenige Minuten später bei der Deutschen Bahn heißt 7min.	neutral
Dank des großen Erfolgs des Deutsche Telekom ITV Award 08 startet Microsoft eigenen Contest (Zitat Microsoft Mediaroom User Group Summit)	neutral
Irgendwie is alles doof...	negative
Gut gestärkt vom Mittagessen starten wir nun mit den Anträgen #kjgdk	positive
Gute #Körperhaltung pusht die #Ausstrahlung. Der beste Trick: SBD.	neutral
Heute offizielles 2.3.3 Update für das Samsung Galaxy i9000 und Galaxy Tab	neutral
Der Tod Gottes ist eine interessante Meinung; aber sie berührt Gott nicht. (Nicolás Gómez Dávila)	neutral
Nortel-Patente gehen an Gruppe um Microsoft und Apple - Google zieht den Kürzeren ~http 	neutral
Villa de Leyva im Departament Boyacá: 438 Jahre Geschichte und Kulturerbe Kolumbiens. @user Fotos ~http 	neutral
Man man man wie ich diese Typen von xBox hasse!! die mit ihren xbox kinect so eine billige und dreckige sache; sony hat ja was viel besseres	negative
"Neues Microsoft Office Zeitalter.Auch Windows soll in Zukunft nicht mehr auf dem Rechner sein sondern in der ""Cloud"" zur Verfügung stehen."	neutral
geil; wenn man bis 2 uhr nachts in der schule hockt und alkoholische getränke ausschenkt ... so sollte das immer sein	positive
Der #Ständerat hat gegen die Interessen der Reisenden entschieden ~http  #Bahnreform #SBB #ÖV	neutral
Chuck & Larry auf Sky. Der Film ist einfach gut!	positive
Urlaub fängt mit der Erkenntnis an; dass mir jemand ne fette Beule in die Tür gefahren hat und abgehauen ist :-(	negative
Der ist j sooo süß der kleine. :) /⁰Heute kommt mei Schatzi wieder heim. :-* /⁰Dann Tischtennis gegen Döhlau.	positive
Einfach nur unglaublich gut! *___* (watching Neues vom Wixxer) ~http 	positive
Ich wuensche allen schoene Weihnachten. I wish a happy chrismas.	positive
Das moderne Home Shopping Business. Clever shoppen von zuhause aus; mit einer gigantischen Auswahl. ~http 	neutral
noch 4x Schlafen...~http 	neutral
Coffee Circle: Online weltbeste Kaffees kaufen und Entwicklungsprojekte unterstützen: ~http 	neutral
Matrix ist so ein NERD-Film	negative
Der Winter naht mit großen Schritten… ~http  #briard	neutral
spielt heut nich schland gegen afghanistan - fast! #ger #aserbaidschan	neutral
Verwende nun Twitter zusammen mit StartXXL: ~http 	neutral
Ich möchte einen Preis beim Geburtstagsgewinnspiel von @user gewinnen: ~http  #Caschy	neutral
Das war rot du spasst.	negative
Android-Superheld im Samsung Galaxy S II ROM entdeckt ~http  via @user	neutral
=) danke schön!	positive
Yeah! bin alleine in nem fremden Haus.	positive
Schnee Schnee Schnee ~http	neutral
Die Klangkammer gibt es jetzt auch im tiefen weiten Internet. Nicht nur in der gemütlichen blauen Zone. ~http 	neutral
Ich stepe mit meinen neuen Nike Blazer Vintage. Durch die Gegend. #swag	neutral
früher waren lehrer immer diese menschen ohne privatleben. jetzt; wo ich lehrer kenne & teil ihrer privatleben bin weiß ich es: ICH BIN ALT!	negative
ich sollte mal mit dem fressen aufhören.. echt grausig. was nur los? D:	negative
Sie haben noch keinen Tablet-PC? Dann sollten Sie jetzt am großen- Gewinnspiel teilnehmen! ~http 	neutral
so ab jetzt ~http  ~http 	neutral
Weitere Details zum Wii-Redesign in Europa: Wie das Official Nintendo Magazine aus Großbritannien berichtet; wir... ~http 	neutral
Hoffentlich gucken viele #WM; dann wird das später ein entspanntes shopping in #wiesbaden	positive
Ein frohes neues Jahr 2011!	positive
Quacksalber leitet kein Fachkrankenhaus mehr ~http	neutral
BGH erklärt Lehrerbewertung bei Spickmich.de für zulässig ~http 	neutral
In der Haribo Colo-Rado Tüte sind auch immer weniger Sachen drin; die ich mag...	negative
"Stellte grad Wortsuchfunktion ein und tippte ""Ficken"". Ganzer Bildschirm wurd gelb. Was soll mir das jetzt sagen?"	neutral
Aufrecht: 2011 ist das Europäische Jahr der Freiwilligentätigkeit. In Stuttgart wird es dazu am 20. und 21. Sept... ~http 	neutral
"Ich will das Android-Smartphone Samsung Galaxy Ace bei @user gewinnen. ~http 
neutral	3	30101	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- S-BAHN- TRAIN by Paul Kalk ~http 
neutral	3	29363	Warum wird neben dem Unilever Gebäude in der Hafencity ein Riesenrad aufgebaut???
negative	3	34308	Bad putzen : (
neutral	3	11660	Eine erstes ASCE Plugin System Vorschau Video wurde erstellt. ~http 
neutral	3	20581	Ich glaube es dauert nicht mehr so lange also weil wir alles neu amchen müsssen und haben jetzt auf page neue uptades gemacht dan bis dan bb
neutral	3	22104	Wir haben das Mammut Smart Alpine für euch getestet. Schaut es euch an: ~http
positive	3	2852	Noch ein Follower ? Dann hätte ich die 500. Wär Obbergeil :)
neutral	3	46670	Sollte Inter Mailand im Dezember auch noch den Weltpokal gewinnen; dann wird das Trikot ganz schön mit Aufnähern voll geklebt sein.
positive	3	46196	Ich bin Online. war gar nicht so einfach die ip zu finden um die Kindersicherung auszuschalten :-) Wie fettttttttt
neutral	3	35679	Konzeptionerblog: Das verflixte 7. Jahr ~http 
neutral	3	14271	duschen ~http
neutral	3	16179	Kann man die Haarfarbe im Nachhinein verändern?
neutral	3	18300	Plagiatsaffäre: Bayreuth appelliert an Guttenberg (von Heike Schmoll; Berlin) ~http
neutral	3	22903	Tipps zum Energiesparen in der aktuellen Kundenzeitung; auch Online lesen! ~http 
positive	3	39134	Ich kann schon wieder den Schreibtischgrund erkennen! :-) Gleich bin ich fertig mit aufräumen.
neutral	3	34302	EU: 42% der Europäer will nicht in den Winterurlaub fahren #Krise ~http  // Dafür bleiben die Pisten leer
neutral	3	9738	Gewinnspiel auf @user - Als Gewinne winken ein Samsung Full-HD LED 3D Fernseher und iPads! #gewinnspiel ~http 
neutral	3	30628	So würde ich es auch schreiben: ~http 
neutral	3	5445	Das Wort der #Grünen in der Bundesrepublik Deutschland hat ab heute ein neues Gewicht. #Kretschmann #Grüne
neutral	3	22530	#CDU Bergisch Gladbach sagt ihr Sommerfest auf #Facebook ab. #FB #Facebookfest
neutral	3	19253	Heute zum 1. Mal seit Versetzen der Fähranleger die Starferry genommen-da entstehen ein paar riesige neue Gebäude in der Kowloon-Skyline
neutral	3	1424	Bitte teilen!! JACK JOHNSON Karten  ~http
neutral	3	32365	trägt eigentlich noch jemand Buffalo Schuhe? ;)
neutral	3	34593	für die kalte jahreszeit der altbekannte ~http  pro vs. adidas Techfit  ~http 
neutral	3	35181	Europa: Einziges Zelda-Konzert in London angekündigt: Auf der vergangenen E3 hat Nintendo angekündigt; in jedem ... ~http 
neutral	3	13940	Magazin-Montag: Helden in der Indie ~http 
negative	3	146272	Mein Kleiner hat das Nintendo DS-Teil meines Großen ins Klo geschmissen. Sowas Bescheuertes.
neutral	3	42204	AddPublic: Vortrag einfach einfach Netzwerken"" - oder die Kunst der guten Beziehung am 07.09.2011 in ... ~http "	neutral
Redmond vs. Walldorf Microsoft sitzt SAP im Nacken via Computerwoche ~http 	neutral
Günstige Indienrundreise Goldenes Dreieck mit Kuwait Airways Flugspecial... ~http 	neutral
Kanzlei-Hoenig-Info: Betrug durch Anwälte zulasten der Justizkasse? ~http 	neutral
Habe mich dazu entschlossen  jetzt Spongebob Kuchen zu backen.	neutral
so... deg ticket verkauft bekommen... was sie aktuell an musik produzieren ist net mein fall &lt;_&lt;;	negative
Neue A:153 Waffe [W1] - ~http	neutral
Produktionsnotizen: Am Wochenende hat Lumoon in vollständiger Besetzung alle Musiken mit Sopranistin Christiane Mikoleit geprobt.	neutral
geht auf Manu*L´s seite und hört euch Sommer 20-10 an.. prod. von Chewo..Hamburg-Braunschweig connection..	neutral
adidas AG: Praktikum im Bereich Retail Controlling Market Central: Die adidas AG bietet ein Praktikum im Bereich... ~http 	neutral
Softwarereparatur Bootreparatur für HTC - Samsung usw. ~http	neutral
Heute Nacht gehen die Gutscheincodes für die Nintendo 3DS Aktion raus. Letzte Chance sich zu registrieren. ~http 	neutral
Unser Wetter in Mengen: ~http  #KondorAviatik #Fliegen #Sonne	neutral
freut sich aufs LaserQuest heut abend!	positive
HP Notebook + 2 Samsung Handys + Tasche + Maus für 0 EUR bei Quickhandy ! - ~http 	neutral
~heute Abend Fußball Brasilien gegen Germany nu mal schauen  ZDF 20:15 :) wers nicht wissen sollte...	neutral
Das Liederprojekt auf facebook: ~http 	neutral
ok...weder noch.	neutral
heute abend party; döngesmühle!!!  mit meiner besten!!!	positive
hach ist das schön wenn die sonne scheint xD	positive
NEU: das Ruger Explorer Starter Kit. Luftgewehr im Komplettset für nur 109;95 Euro! ~http 	neutral
spiegel online schreibt; dass obama eine fliege gefangen hat  ~http  und lässt mich ratlos zurück!	neutral
Oh Gott ich beginne zu verstehen.	neutral
"Gibts Videos der ""Überkleber"" von Rinteln? solange gilt die Unschuldsvermutung ? @ #piraten fans #cdu #spd #gruene ~http "	neutral
GC: Nintendos Software-LineUp für das restliche Jahr: Nintendo hat nun die Release-Liste aller Spiele des aktuel... ~http 	neutral
suche ein Samsung Galaxy S i9000	neutral
Bald geht es wieder los; am 16.April wird im kleinen Harz der Halberstädter Dom eingeweiht.	neutral
Amerikanische Sendung zum Thema Lumixyl System-Pflege ~http 	neutral
....wie schön; keine Banane mehr; gut; dass sich manches mit einer einfachen Kündigung lösen läßt...	positive
Danke für´s folgen @user @user @user @user @user ; Euer ~http 	positive
verdammte Urlaubszeit und schon steigt  die Zahl der Fundtiere; der Ausgesetzten !!!	negative
hubschrauber über meinem haus	neutral
pennen binz :D (es ist 04:40)	neutral
Wer noch keinen eBook-Reader hat: Am 16.12. ab 17.00 Uhr ein Sony PRS-505 als Angebot mit eBook-Gutschein. Infos folgen hier.	neutral
Mein Plattenspieler gab nach 12 jahren grad den Geist auf :( Letzter Song: Etta James - Power Play.. R.I.P.	negative
hahahaha was ein Erlebnis im mandalay :D	positive
MediaCreate Software-Charts vom 21. August 2011: Das japanische Marktforschungs-Unternehmen MediaCreate hat die ... ~http	neutral
Beim Aushandeln von Honoraren geht es nicht darum; wer im Recht ist. ~http	neutral
FREITAG 03/09/2010  - SOMMER SCHLUSS VERKAUF..... ~http 	neutral
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Phil Collins - Dir gehö... ~http	neutral
HEUTE 21.05.2010 Jam Session mit Textil-Festival; Start 21:00 Uhr; Eintritt 2€; see more @ ~http 	neutral
ASP war sehr sehr sehr geil! Within Temptation geniesse ich aus der ferne; Beste Freundin lieber mittendrin. #meraluna	positive
#OBI in #Lehrte geht in Stellung und mischt sich in die Debatte ein. Zeitung lesen.	neutral
Installationen Bochel ab sofort online!  ~http 	neutral
Hallo liebe Nadine Bla; die von Dir abgebildete Blume ist nicht die aus der Aktion mit dem Code: GRATIS-BLUME (ab... ~http 	neutral
Heute: Patchday - Microsoft veröffentlicht 17 Bulletins ~http  via @user + CyanogenMod 7 installieren.	neutral
"Sind Multimillionäre; Playboys und Filmstars glückliche Menschen? Oder sind es die ""Armen"" mit weniger Geld in anderen Erdteilen?"	neutral
Wünsche allen die es lesen möchten einen wunderschönen Abend; bei dem Wetter keine Kunst.	positive
Kann ein GPL-Verstoss geheilt werden?: Über Golem.de wurde ich auf einen Beitrag von Naughton aufmerksam; der in... ~http 	neutral
iich liiebe iihn *-* ._. iist heute übelst kopfgefiickt &gt;.&lt; iich hab Kopfschmerzen wie Sau &gt;.&lt;	na
bah. volvic ist ekelig.	negative
lol das mit dem #Dschungelcamp ist einfach nur belustigend haha xD	positive
Frauenfußball ist soooooooooo schlecht	negative
Sind's denn hier StudiVZler dabei! Dann schaut's doch ei'mal nach die Gruppe Kommissar Hjuler !	neutral
wer hier Angst hat hat schon verloren..~http 	neutral
MiMi; unser neuer Online-Aktionsshop; hat wieder geöffnet. Heute gibt's günstige Tickets für die nächste Premiere! ~http 	neutral
Infografik: Skype – von der Idee bis zur Übernahme durch Microsoft ~http 	neutral
"Veranstaltung: Heute; 07.09. in Köln ""A Lo Latino Special"" im Petit Prince mit DJ Eddy & clm ~http  #Salsa #Merengue"	neutral
Vielleicht sollte ich doch mal Bing eine Chance geben	neutral
so ne #Twitter - #Googleplus schnittstelle fehlt aber noch; oder?	neutral
Neuer Online-Lieferservice Lieferheld sorgt für kräftig Wirbel ~http 	neutral
scheiss Wetterumschwung! gnaaahhhh &€kjsbrfbowfoinwrfverksd	negative
ein Fall für den Soziologen #Klo-Grafitti @user	neutral
Kurzer Draht zum Kunden in der #WeltamSonntag! #SocialMedia	neutral
Na Toll! Jetzt ist mir das ganze noch auf den Kreislauf geschlagen. Damit lieg ich für heute Flach :-(	negative
Nur füttern; nicht streichenl bitte! @user @user @user @user @user Twitterzooten #ff	neutral
‘Occurro!’ kehrt in den App Store zurück; Komplett kostenlos ~http 	neutral
Alter wie ich einfach mal so kein Bock mehr hab.	negative
Bildergalerie: Wir hatten ja schon bemerkt; am Sonntag war hier im Wichtelwald viel los. Einer der freundlichen.. ~http	neutral
2:15 streiten die sich um die Flasche xDD(YouTube ~http )	neutral
Foto von Kai Pflaume bei Microsoft im Digitalen Klassenzimmer. #CeBIT #CeBIT10 ~http  ~http 	neutral
Die Trainingszeiten bis zu den Sommerferien sind nun auf der Homepage aktualisiert. ~http 	neutral
wenn sarah knappik im tv über paris hilton urteilt; stimmt was nicht am sonntagmorgen.	negative
Tagesstatistik: 214 neue Beiträge; 12 neue Themen; 9 neue Galeriebilder! Verpasst? ~http 	neutral
:D RT @user Aufgeflogen! Samsung kopierte das iPad schon im Jahre 2006 ~http 	neutral
VIA @user Weil unser Herz Liebe kennt ♥ sehr schön!	positive
Es gibt da ein supi geiles Forum &gt;_&lt; ~http  der Manga ist auch geil *-* das müsst ihr euch ansehen &gt;_&lt; supi game ^^	positive
Mir gehts immer noch beschissen|heftige Halsschmerzen -.-''	negative
News am Nachmittag - Teilweise voll gesperrt: Otto-Brenner / Stadtwerke / Polizei sucht BetrügerInnen / Country-Cody 3. #bielefeld #kanal21	neutral
Fenster zu es zieht!Nein;Fenster zu es stinkt wieder gewaltig im Hinterhof!Was so ein Imbiss so alles ungestraft darf!Frische Luft bitte!!!	negative
Suche: Samsung Galaxy Tab  Verkaufe: Motorola Defy   Hat jemand was?!	neutral
doofes wetter zum bremsen machen...	negative
Zurück aus München; am WE Umzug Teil III	neutral
gerade vom Strand zurück gekommen	neutral
"Noch Plätze frei! Ferien-Workshop ""Die #Technik des #Linolschnitts"" für Kinder ab 8 Jahren schnell bis 26.8. anmelden! ~http "	neutral
Neue Produkte von Samsung im Kommen! Teil 2 ~http 	neutral
#Erfolg mal anders definiert   ~http 	neutral
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Trailer towing fail ~http 	neutral
Das braucht Ihr aber nicht gleich zu können: ~http  #Bosu #Balance #Performance	neutral
Geschafft! ... Knuddelesel.de auf Jomsocial 2.2.1 geupdatet ... läuft noch nicht alles rund; aber wird ja hoffentlich	positive
Wir sind dabei; Wormser Pfingstmarkt! Wir freuen uns auf interessante Gespräche! Halle 5/512 vom 22. bis 30. Mai 2010 ~http 	positive
braucht dringen neue schuhe; ein kleid; ein haarreif; neues piercing; neue oberteile ...♥	neutral
Änderung in den Hartz IV Regelsätzen? Gericht verhandelt am 19.10.09! Alle Infos Heute 16.10. Im Familienbüro Katharinenstr. 23	neutral
Ich habe den Kanal von CommanderKrieger auf YouTube abonniert (~http ).	neutral
Punkteniveau auf Regio Süd deutlich unter BaWü; Gutenberg- und SK-Cup; 9 Clubs im Wettbewerb; 17 Redner-Saisondebüts #VDCHregios	neutral
3 Grundbe-Dürfnisse jedes Menschen: • Selbst-Wirksamkeit: Effektivität + Effizienz (was + wie)	neutral
"Juuhuu.. ""Schutzengel"" von Paulo Coelho gewonnen..das ist doch mal eine gute Nachricht heute..."	positive
"Das ist ja wie bei der ""Sendung mit der Maus"". #Welterklärung #WwM"	neutral
Harry Potter und die Heiligtümer des Todes T.2 am Dienstag war echt klasse. Und dann nächste Woche nochmal in 3d und demnächst 24h HP! :3	positive
"Handy vollkommen kaputt -_- Sony Ericsson sucks -_-"" Kann ich echt nicht empfehlen! Morgen nach 'nem neuen Ausschau halten *seufz* #Xperia"	negative
Warum macht Microsoft auf WinXP Systemen Werbung für den IE9?	neutral
News des Tages: AIDA baut weiter - diesmal in Japan. In 2016 wird die Flotte mehr als 25.000 Betten umfassen! ~http 	neutral
Bohnen-Tomaten-Gemüse ~http 	neutral
Damals war es das 2. zuhause...	neutral
Kolumbianisches Verfassungsgericht stärkt Rechte der Indigenen auf ihre Kultur und ihr Territorium (pdf; ~http  (cont) ~http	neutral
Ich mag #Anthony nicht @user	negative
heute voll abgekackt zum kotzen ey geht gar nicht	negative
Ich möchte Menschen verfluchen können!!	negative
Jemand interesse an ein Sony Ericsson Satio? 1 Jahr noch Garantie... Melden ;&gt;	neutral
Button-Lösung auf den Weg gebracht: Was haben wir alle geschimpft und kritisiert: Nicht nur bei uns gab es Kriti... ~http 	neutral
#BigBrother Einzug. Wer schaut? #bb	neutral
Enclave90 Patricia RT @user Kann mir mal jemand bitteschön zusammenfassen; was der Scheiß mit Berlin bitte soll? #fickdichberlin	negative
heute zuhause bleiben oder wegfahren.. das is die große frage.. ?!! mhh.. noch unentschlossen.. mhh.. mal sehn	neutral
KnechtPetrus´ Daily wurde gerade veröffentlicht! ~http  ▸ Titelthemen heute: @user @user	neutral
"Slogan der #NPD#SachsenAnhalt: ""Gegen den Strom"".Ich wäre für Koalition mit #Bremer#Linken.Die sind auch #antisemitisch und auch gegen Strom"	neutral
mein Auto fährt trotz Eiseskältet!	positive
Vielen Dank! ab jetzt erhalten sie das Eurovisions Packet für 10;99€ pro Woche auf ihr Handy! #ardesc	neutral
Gelb in sektor zwei	neutral
Guten Morgen Welt ;-)	positive
Bin erst ne Woche bei Deviantart und bekomm jetzt schon Spam-Nachrichten; Yeah!	negative
Auch ich wünsche allen hier weiterhin frohe und gesegnete Weihnachten! :)	positive
Fahrradfahrer aufgepasst: die Berliner Polizei kontrolliert wieder an roten Ampeln!	neutral
Interessant; wie das Internet tief in unsere Kultur eingreift; und wie schwer sich viele damit tun: ~http 	neutral
Führt Kriege gegen andere Stämme und gewinnt Perlen für eure Stammeskasse. Wer schafft es die Statistik mit... ~http 	neutral
Drei Weinhoheiten und ein Geschäftsführer auf ~http	neutral
"Konzertreihe: ""Jazz Metropolitano 2011"" Goethe-Instititut Kolumbien präsentiert jazz colombiano ab 10. Mai... ~http "	neutral
kann ma einer mein freund werden hier ..... fühl mich nach 4 minuten immer noch so alleine :-/	negative
GEWINNE EXKLUSIVE COCA-COLA Light Accessoires entworfen von Karl Lagerfeld ~http	neutral
Clicker+Leinenaggr. Video ~http 	neutral
Eigene Icons für die Windows-Bibliotheken: Jeder in Windows 7 kennt die Bibliotheken. Um sie kommt man gar nicht... ~http 	neutral
einer Erfahrung mit Samsung Wave?	neutral
Jahrgangsstufe 12... nur noch 2 Jahre und dann endlich vorbei... :D :D	positive
.@liberalextrem Die Grundlage der Wirtschaft ist dinglich und findet zwischen Menschen statt. Finanzkapital optimiert nur die Investitionen.	neutral
Nochmal der Hinweis; am 27.09. Wahlparty in Wesel! Infos und Anmeldung hier: ~http	neutral
"Techniknews: ""Office 365"" - Microsoft Office Webapp im Browser - Beta startet heute; Anmeldung kostenlos ~http  @user"	neutral
süße :* ich hab dich lieb und mag dich :**♥	positive
Versandhändler Otto will nach Brasilien expandieren ~http	neutral
Jetzt wisst ihr Bescheid: ~http	neutral
Hallo ihr Lieben (:	positive
Geil !!!!! Neues Samsung Galaxy S 2	positive
ich war noch zu klein um die lage zu begreifen.	neutral
"#Wiegenlied der Woche: ""In stiller Nacht"" von Christiane Oelze. Jetzt kostenlos downloaden auf ~http "	neutral
Na dann guck ich gleich mal beim Juwelier. Ist für eine Mini-Fernbedienung.	neutral
Alle Samstag-Ergebnisse im Amateurfußball: Viele Tore; einige Überraschungen gab es in den Samstag-Par... ~http  #Lustenau	neutral
Überwiegend bewölkt; 17°C; Wind: 2 km/h (11:00) #Luzern	neutral
Haha; das war wohl ein Schock für die armen Turtle Mitarbeiter; aber seht selbst: ~http 	neutral
lichtgestaltung-aachen.de	neutral
Streiche lieber ein Jahr in deinem Leben und gestalte die nächsten 365 Tage neu.  Franz Kern	neutral
Unsere amerikanischer Partner ~http 	neutral
Was denn auf #MSN heute los??? ~http 	neutral
Nachrichten Krefeld Krefeld - Niers-Express: Fünf Wochen Ersatzverkehr mit Bussen ~http 	neutral
was soll #bchh09 überhaupt sein? Ja ich bin unwissend....	neutral
Neinnnn bitte nicht...~http 	negative
Das neue; sichere Formel-ADAC-Boot mit Sicherheitscockpit bei einer seiner ersten Testfahrten am vergangenen Sonntag. ~http	neutral
"Falsch er wurde durch das iPhone tracking gefunden! “@Neureutheralex: Bin Laden aufgeflogen weil er Playstation von Sony gespielt hat und.."""	neutral
Der erste Tag ist rum und die Arbeit gefällt. :-) #s2	positive
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Justin bieber performan... ~http	neutral
Nur noch ein paar Std ;)	positive
Neue Frisuuuur xD und ich seh verdammt gut aus :P	positive
Sind die Server von Sony (zum online spielen) immer noch down; habe neulich mit nem Kollegen gespielt! Gruß Marius #Sony #Server #Frage #PS3	neutral
"Wird ""2001 - Odysee im Weltraum"" von Samsung gegen iPad am LG DD ins Feld geführt? ~http "	neutral
"Jasmine hat für euch vorab ""Das verbotene Eden - David und Juna"" gelesen und rezensiert ~http "	neutral
Kennt jemand den Rekordläufer mit der Nr. 18019 am Berlinmarathon? #sollstarksein	neutral
New Post:  Samsung Galaxy S Plus ab Juni in Deutschland erhältlich ~http	neutral
else.schwarz Rechtsanwälte - #Wiesbaden | Beamte #Mobbing Bauen & Denkmal; #Umwelt; Fachanwalt Verwaltungsrecht ~http 	neutral
Erinnerung heisst das neue Kunstplakat von Quarrtsiluni. Auch im Lusorium-Stream auf Flickr: ~http 	neutral
Square Enix verschiebt ‘Final Fantasy Tactics’ weiter nach hinten ~http 	neutral
Misikalische Früherziehung – Let's get loud! ~http 	neutral
Der Schatz des kolumbianischen Departamentos Córdoba: Lorica - Lebensfreude am Ufer des Río Sinú - Fotogallerie: ~http 	neutral
Die Aussichten für Morgen: Da haben wir 2-3 Follows im Norden; und 1 Retweet im Osten. Am Abend ziehen Unfollows durchs Land.	neutral
24h #Konsum: JA zu liberaleren Öffnungszeiten der Tankstellenshops ~http 	neutral
HEUTE 01.05.2010 danceON Reggae-Party mit green skin movement Start 21:00 Uhr Eintritt 2€ (Vereinsmitglieder frei)  ~http 	neutral
LOL ist toll! ~http	positive
Nie mehr ohne dich-ich liebe dich :-*	positive
Feierabend	positive
Jetzt Hunger.	neutral
Aufsteiger Platz #3: babywalz Anti-Rutsch-Socken ~http 	neutral
„Warum sagst du das nicht vorher; warum erst jetzt? Was tun wir denn so schnell? ...“ Daily Dueck Aktuell ~http  via @user	negative
Was haben ein Smart; ein dicker Audi und ein Tischlerei-Transporter gemeinsam? Nen fetten Crash vor meinem Bürofenster. Sind alle wohlauf!	neutral
Hier mal ein netter spruch für unsere Vegetarier..Die Schweine von Heute sind die Schnitzel von Morgen!	neutral
Google löscht Android-Apps aus der Ferne ~http 	neutral
Frohes Neues ! ! ! Hoffentlich seit ihr alle schee nei gerutscht^^	positive
Hat mir jemand einen direkten Vergleich zwischen dem Samsung Galaxy s i9000 und dem LG Optimus Speed? Welches ist zu empfehlen?	neutral
AUCH NEU! ~http 	neutral
Lemmings auf WebOS? Sony (Rechteinhaber)  schiebt den Riegel vor! #webos #palm #pre	neutral
1;60 männlich rote haare etwas dick hasenfresse und n iq von mettwurst und ne stimme wie verona feldbusch! Die nervige aushilfe!	negative
Habe gerade ein Flugzeug geflogen. Also im Simulator am PC. Werde jetzt Pilot!	neutral
NEWS von der Weltreise: Laos ~http	neutral
aber der mond..:(	negative
Suncase Ledertasche für Samsung Galaxy S2 ~http 	neutral
Neue Termine für die Social-Web-Roadshow! ~http  ~http 	neutral
"Entdecke Windows 7 bei unserem ""Deploy & Win"" Wettbewerb; welchen wir bald gemeinsam mit Microsoft starten werden - soon @ ~http "	neutral
