ID,Stance
"@DietmarBartsch @dieLinke @CDU Nichts, aber auch gar nichts gibt es, was Angela #Merkel und Hitler gemeinsam haben! ☝",negative
@foederalist Angela Merkel hat keine Angst vor einer Werte- und Haftungsunion. Sie vertritt einfach nur die Schisshasen-nehmen-ja-Verantwortung-nein-Position der CDU.Sind halt auch nur Nationalisten.,negative
"17:00 Nachrichten:Kretzschmann wirft CSU mangelnden Patriotismus vor,weil sie Merkel vor EU Gipfel so geschwächt habe.Dreister gehts nicht!❗Herr #Kretzschmann, Patriotismus ist NICHT, hinter einer Kanzlerin zu stehen, die ihr eigenes Volk verrät!!!❗",negative
"Schafi ist so stolz auf seine hervorragende Bundeskanzlerin. Chapeau, Frau Dr. Merkel! Sie ruhen in sich und sind erhaben. Sehr gute Führungskraft! Video ""Nach dem G7-Gipfel - Bundeskanzlerin Angela Merkel zu Gast bei ANNE WILL"" - Anne Will https://t.co/IDzlMfW2lq via @ARDde",positive
Bundeskanzlerin Dr. Angela Merkel gefällt unser Nepada Wildlife e.V. offiziell. Das hat man wohl auch nur einmal im Leben... 💚 https://t.co/LPSGqc8tEd,positive
Hallo Gibsi ich grüße dich aus Deutschland leider muss ich mein Versprechen brechen.. Frau Kanzlerin Merkel und Co lasst uns kein Geld uberrig. Ich werd wahrscheinlich nie mehr nach Trinidad kommen.. Ich denk an dich und dann ist es als ob mir immer noch im Meer zusammen stehen,negative
Dr. Angela Merkel: Für die gelingende Zukunft der #SozialeMarktwirtschaft in Zeiten der #Digitalisierung müssen die Verbände enger zusammenarbeiten.—&gt; @eco_de als Verband der #Internetwirtschaft steht bereit!#WohlstandFürAlle https://t.co/cyMfnqz1Zk,positive
@rocketduc @Truusdemierr5 Ach scheisse immer wieder die dumme Frau Dr Angela Merkel 😂,negative
"@georgloewisch Merkel sollte erst gehen, wenn Ersatz da ist. Ersatz der die Gesellschaft integriert und nicht einer der nur spaltet. Da gibt es aber keinen in der CDU, der sich da aufdrängt. Also muss sie bleiben. Auch, wenn es weh tut.",positive
"Unionsstreit: #Merkel und die #CDU gegenüber #Seehofer und der #CSU komplett eingeknickt? https://t.co/JIq88b08ycBitte sagt, dass das nicht wahr ist?",negative
Die Asyl-Krise zwischen Angela Merkel und Horst Seehofer spitzt sich zu. https://t.co/WUd3s0d6MQ,neither
,neither
@ntvde Die Union schadet dem Ansehen Deutschlands.Seehofer muss sofort entlassen werden und Frau Merkel sollte zurücktreten.Das ganze ist einer deutschen Regierung nicht würdig und beschädigt beide Ämter.,negative
"Werte Frau Kramp-Karrenbauer, sowas nennt man landläufig #Realitätsverzerrung. #Merkel #CDU #Musswehtun https://t.co/e6fod4PWNq",negative
Wie lange will Merkel sich so ein list gefallen lassen. Der #Drehhofer sollte schleunigst gehen. Helfe gern beim Packen. Seine arme Frau! 🥀 #csu #cdu https://t.co/MCle53BsFw,neither
DIE BUNDESKANZLERIN BESUCHT ALTENHEIM IN PADERBORN Kanzlerin Angela Merkel löst Versprechen ein und besucht Altenpfleger Ferdi Cedi am 16. Juli... https://t.co/IOSP4cFnsa,positive
VERLOGEN Merkel:zuGriechenland:1.Bilanzbetrug durch Bank:Goldman&amp;Sachs/Draghi-EZB*Neoliberalismus eingef.Privatisierung wichtiger staatl.Objekte*Flughafen EnergieMilliard an BANKEN*NICHT an Bürger!!Bosbach deckt CDU/CSU Lügen auf - 6.2.2018 https://t.co/qVpcc39CUj via @YouTube,negative
Dass sich Merkel das noch alles antut. Ich hätte der CDU/CSU den ganzen Schmarren schon hingeschmissen.,neither
,negative
Viele Fragen wenig Antworten🤷‍♀️und Deutschland hat Merkel wieder gewählt schön beim Alten bleiben wird schon gut kommen das Merkel nur ihre Machtsucht aus leben will als #Kanzlerin glauben doch immer noch über 30%nicht😡wie kann das sein❔ https://t.co/PG9GiQpmjY,negative
"#Söder #CSU begrüßt #EU-Asyl-Kompromiss"" Bayern hat da sehr viel bewegt""  Genau die #Merkel #CDU und die EU wollen Konzentrationslager für Flüchtlinge Bauen die kann man ja dann in Bayern aufstellen..",negative
"Was  schreibe ich schon geraume Zeit: wenn Bundeskanzlerin Dr. Angela Merkel Alles richtig macht - und das ist Ihr, wie uns nur zu wünschen - dann zerlegen sich mit Horst Seehofer und Jens Spahn zwei... https://t.co/5mi7zpBcON",neither
"@MalteKaufmann Frau Dr. Merkel wird als Kanzlerin der WILLKOMMENSKULTUR und als humanitäre Helferin während einer Krisensituation,in die Geschichte eingehen. Die AfD ist und bleibt ein Vogelschiss.",positive
"Kann es sein, dass das Schicksal der deutschen Nationalmannschaft irgendwie mit dem von Angela Merkel verknüpft ist?",negative
"Merkel spaltet die EU ist unsere Rede seit 2013 beim Euro und 2015 bei der Migration. Schön, dass die FAZ nun 2018 einen Artikel druckt, der 1 zu 1 die Kritik der #AfD wiedergibt. Vielleicht fragt uns die FAZ sogar irgendwann einmal zu unseren Themen. https://t.co/n0Zp1A1EEb",negative
Gedanken an Flucht und Vertreibung: Rede von Bundeskanzlerin Dr. Angela Merkel! https://t.co/lwlGkwZnIl,neither
,negative
"Und Recht hat er,nicht er ist Schuld an dieser unhaltbaren Situation, sondern CDU Chefin Frau Dr Merkel.....Mit ihrer Methode eines Physiker... TRY AND ERROR kann man kein Land führen. Und wenn erst... https://t.co/4XH1iYMaPM",negative
Treffen zwischen China und Deutschland: Handelsfragen im Mittelpunkt https://t.co/PMsSDN9bNm #Merkel #CDU,neither
#MerkelMussWeg#Merkel soll die #Vertrauensfrage stellen.@CDU @CSU @RegSprecher @juBayern @Junge_UnionZur Umfrage:https://t.co/oWFB08l0wD https://t.co/T8U0UZIGcl,negative
"Kann sein, dass Merkel heute noch abgeschossen wird. Bundestagsdebatte ist unterbrochen worden. CDU und CSU beraten GETRENNT von einander über Flüchtlingspolitik....#merkelmussweg",negative
frau dr angela merkel löwdas volk ist zornig,negative
"@n59_puppche @focusonline Herr Seehofer ist der Einzige, der die Eier in der Hose hatte und Dr Merkel mal Paroli geboten hat! Wenn der weg - dann bleibt konsequent nur noch #afd wählen! Parteien wie #cdu und #spd wähle ich aus Grundprinzipien nicht!",negative
"(Thomas Rietzschel) Mit einer Lüge nach der anderen sucht sich Angela #Merkel über die Runden zu retten. Immer dichter folgt Schwindel auf Schwindel, immer kürzer wird die Zeit, die damit zu gewinnen ist. https://t.co/nuDj96KMBf",negative
Die neue österreichische Regierung macht Nägel mit KöpfeUnd was macht die DDR Merkel?https://t.co/oU1TG1bHwK #stadtbergen #augsburg #münchen #nürnberg #ingolstadt #straubing #regensburg #landshut #passau #würzburg #bamberg #lindau #kempten #kaufbeuren #tegernsee #rosenheim,negative
,negative
@larsklingbeil Auch wenn die Damen und Herren in Bündnis 90 und Restsozialdemokratie sich so aufführen: Dr. Merkel ist Kanzlerin der Union.,positive
"Trump warf auf dem G7-Gipfel Bonbons vor Merkel auf den Tisch: ""Here, Angela. Don’t say I never give you anything."" https://t.co/W6IXGrjk56",negative
@ZDFheute Die CDU steht nicht hinter Merkel.,negative
,negative
@SteinbachErika Das interessiert die #Merkel doch nicht @CDU @CSU @CDUCSUPMs @cducsubt @JensSpahn @AndiScheuer @Markus_Soeder @MarkusSderTeam @fdp @c_lindner @DoroBaer @_A_K_K_  @AfD @Die_Gruenen @RobertHabeck @DieLinke,negative
"Merkel hätte sehen müssen, wie gefährlich der Asyl-Plan ist https://t.co/2kztsENBPj",negative
https://t.co/GnfK1jchogDie Minister der Regierung Merkel IV sind allsamt Versager. Hier die 8 führenden Köpfe und ihre (Nicht)-»Errungenschaften«.,negative
,negative
"@sixtus Rein rechnerisch, ja. Man müsste halt wissen, wie viele in der CDU die CSU ziehen lassen würden und Merkel weiter folgen.",negative
,negative
"Und wer muss das ausbaden ...mal raten...  😠Merkel riskiert ein Scheitern der Regierung, um sich nicht selbst verbiegen zu müssen""https://t.co/MIPBDHrUsR",negative
"@merkelfeind1 @F_von_Steiner Da kommt Merkel nicht mehr raus....""Donald Tusk ist Realist und kassiert dafür Kritik von der Kanzlerin.""https://t.co/t9p0ZwXy3ADie EU wird scheitern mit ihrer ZWANGSVERTEILUNG-der Plan der 70-90 IQ Menschenzucht wird nicht in Erfüllung gehen....https://t.co/Sa8YpGOfdy",negative
"""Merkel  habe zuletzt gesprochen und betont, sie habe nicht nur Verantwortung  für die CDU und die Gemeinsamkeit der Union, sondern auch für Europa."" Verdammt noch mal! Frau #Merkel, Sie tragen in erster Linie für 🇩🇪Verantwortung. @CDU @CSU https://t.co/DYPma1C4v1",negative
Merkel gegen Seehofer im Asylstreit: Nach EU-Gipfel dämpft Kanzlerin Erwartungen der CSU | Politik - https://t.co/ALfuFaUf2s https://t.co/0pCnqbDCtI via @GoogleNews,neither
"@TichysEinblick Erst im Herbst? Wenn die CDU noch eine Chance hat, dann bei schnellen Neuwahlen OHNE Merkel und eindeutig GEGEN die Merkelei der letzten 15 Jahre. Daß Deutschland noch nicht am Boden liegt, geschah nicht dank, sondern trotz Merkel und der ganzen Bande.",negative
"Bundeskanzlerin #Merkel sagte gerade, sie kann uns Protokolle zeigen, weshalb es im #BAMF lief, wie es lief.Herr @RegSprecher,wann sind diese online einsehbar? Oder war das wieder nur eine leere Phrase der Bundeskanzlerin? /TN #CDU #AnneWill #GroKo",negative
"#CDU-Präsidium stellt sich hinter #Merkel,aber vor sie stehlen will sich keiner weil sie angst haben der #seehofer oder #Söder #CSU könnten ihnen eine  reinhauen... https://t.co/DSxUZFHeDA",negative
"@BILD_Politik @drumheadberlin Herr #Gabriel, Frau #Merkel spaltet die Union, Deutschland und Europa! 3 Jahre Dornröschenschlaf, Europa das Merkel-Ego aufzwingen und unendliche Sturheit sind eine explosive Mischung @CDU @CSU_net",negative
"#Seehofer warnt #Merkel vor Entlassung""Dann sollte man die Koalition beenden""#CSU-Minister #FranzJosefPschierer fordert: #MerkelMussWeghttps://t.co/6QAMO0dOZ9",negative
"✝️🇩🇪😂Sind diese Orden für die Fachkräfte der Frau Dr. Merkel CDU, SPD, für die politischen Sekten Linksfaschisten Grüne + Kommunistenpartei Linke gedacht ❓ https://t.co/nDEQf9I5Rq",negative
"Rembrandt's ""The Anatomy Lesson of Frau Prof. Dr. Angela Merkel"" (1632) https://t.co/r9X6p2R2Oy",neither
"Streit zwischen CDU und CSU Friedrich: „Verwundert, dass Merkel einen ihrer treuesten Verbündeten opfert“Ex-Innenminister... https://t.co/YwH9MMXJ8T",negative
"Frau Dr. Merkel muss Seehofer sofort entlassen, Er benimmt sich unmöglich lehnt sich gegen die Kanzlerin auf , so schädigt man das Ansehen der Bundesrepublik",neither
@welt Ralf Stegner hat in der SPD so viel zu melden wie Angela Merkel in der CSU.,negative
"Corega Taps , die neue CDU Generalin !! Wow, das haut dich um ! Die erste Ableitung von DDR Merkel ! Wenn das Saarland zu klein wird !! https://t.co/87J78oNF7i",negative
"Sehr geehrte #Bundeskanzlerin, Frau Dr. #Angela #Merkel (#CDU), entlassen Sie endlich #Horst #Seehofer (#CSU) und befreien Sie die CDU endlich von diesem #undemokratischen #Querulanten ! ♥ Wir schaffen das ohne #Bayern ♥│ #WSDOB",neither
"@Stefan_Nym @saschalobo @christianbangel Populisten? Die CDU ist ganz offen populistisch und Merkel ganz offen Opportunist. Sie trifft Entscheidungen aufgrund von Umfragewerten und ist die beliebteste Politikerin in Deutschland. Mal gegen Multikulti, dann wieder ganz Weltoffen. Hauptsache bei der Majorität.",negative
@WELTnews Kannst mit deiner Freundin Angela Merkel zurücktreten Hand in Hand für Deutschland,negative
Abschlussvortrag durch die Bundeskanzlerin Dr. Angela Merkel beim Wirtschaftstag 2018 vom @wirtschaftsrat in #Berlin. „Leitlinien der sozialen Marktwirtschaft im 21. Jahrhundert.“ #wtag18 https://t.co/ECOGI5zPqC,neither
@nasanasal Er soll jetzt den Leib von Angela Merkel bewachen da er sich gut bewährt hat,negative
Merkel reicht schon lange nicht. #Bundesregierung #cdu #spd https://t.co/EwOC8TcmM4,negative
Bundeskanzlerin Angela Merkel (CDU) bei ihrer Ankunft am EU-Gipfel in Brüssel https://t.co/pAYpSdmPfo via @focusonline,neither
,negative
"Das Seehofer mit Dr. Merkel nicht arbeiten kann ist klar. Wie kann ein Mann ohne Abitur die Gedanken einer Physikerin erkennen? Horst Seehofer: „Niemand in der CSU hat Interesse, die Kanzlerin zu stürzen“ https://t.co/n9geQjobEa via @faznet",positive
@zeitonline_pol Und ich wette die ganzen Kriecher in der CDU würden Merkel in solch eine Koalition folgen wie die Lemminge,negative
"@qianculture Angela Merkel, wie sie yangyang fischer zum nächsten Bundespräsident erklärt und ihren Rücktritt einlegt, nachdem sie merke, dass er mehr für die Bevölkerung gemacht hat als sie. (farbiggemacht 1646) https://t.co/gK0EN4OYsN",negative
"""Herzlich Willkommen!"" Angela #Merkel begrüßte heute den 🇪🇸 Ministerpräsidenten @sanchezcastejon im Kanzleramt 🇩🇪. ""Wir sind fest entschlossen, (...) bilateral, aber vor allem auf europäischer Ebene eng zusammenzuarbeiten"", so Merkel. Pressekonferenz: https://t.co/xEoMNg6bbP https://t.co/DFh86bc0WD",positive
"Warum tut  #Gipfelkanzlerin #Merkel sich und uns das an? Welches Selbstbild verbirgt sich hinter dieser ""Hauptsache-ich-bin-Kanzler"" - Persönlichkeit. Ihre Wahrnehmung arbeitet diametral zur Wirklichkeit. Daher muss sie politisch endlich gestoppt werden.https://t.co/hOzOY5tgL3",negative
"Voll traurig, wegen dem ganzen Wirrwarr (#Regierung #Asylkrise #Alleingang #Seehofer) grad konnte #Merkel vielleicht gar nicht #GERMEX schauen 🙄",neither
,neither
Eilmeldung von Focus CDU-Kreise - Merkel akzeptiert Seehofers Vorgehen und Zwei-Wochen-Frist https://t.co/LIq6y4T1Xe,neither
"🤔 Was sagen Frau Dr. Merkel CDU, SPD, für die politischen Sekten Linksfaschisten Grüne+ Kommunistenpartei Linke hierzu ❓Überlassen die als Vorbilder ihre Wohnungen, Häuser dem Mob der dumm-dreistenMoslem-Schmarotzer❓ https://t.co/BQeuyLZURK",negative
"hallo Frau dr. Angela #Merkel : wann wurde eigentlich aus: ""wir schaffen das"" ein ""wir kapitulieren vor dem Gekreisch von rechts auf Kosten von Menschenleben"" ?#seehofer #Flüchtlinge #Asylstreit #Asylkrise #Asylkompromiss #noafd",negative
,negative
@MDRAktuell Gute Wahl!Er ist neben Kanzlerin #Merkel DER Experte für die Auflösung des #Staat/s- und #Verfassung/srecht !,negative
#Merkel sagt Ja zu Zurückweisung von Menschen mit Einreiseverbot https://t.co/bFV5G7Lfsv #CDU #CSU,neither
"vor Merkel ade mal ins GG schauensie ist bis 2021 gewählt, nur 3 Wege zur Ablösungkonstruktives Misstrauensvotum(chancenlos)Rücktritt(kann sie keiner zu zwingen)Vertrauensfrage+Neuwahlen (nur Kanzlerin bestimmt ob und wann)Totgesagte leben manchmal länger https://t.co/Jq8L8BM5iC",negative
@StBrandner Glaube ich nicht. Angela Merkel wird auch noch in 100 Jahren Kanzlerin sein.,positive
Frau Dr. Merkel hat eine Gabe. Sie kommt nie auf den Punkt! 😬 #Bundestag,negative
"@AfD_Bv_HH_Nord @AfD Merkel wird der CSU-Forderung nachkommen,  weil sie es selbst richtig findet aber ihr Gesicht nicht verlieren darf, deshalb öffentlich dagegen sein muss und weil sie es als Verantwortung der CDU für Deutschland verkaufen kann, weil sie eine AfD-Regierung in Bayern verhindert hat.",negative
"#SPD Hartz IV Empfänger  in Deutschland können sich keine Mahlzeit leisten. Sagt das Statistische Bundesamt.#Merkel #CDU sagt dazu: "" Wenn sie kein Brot haben, dann sollen sie doch Kuchen essen.""",negative
und was angela merkel mit dem deutschen team zu tun hat: sie haben die gleiche staatsbürgerschaft. das wars aber dann auch im wesentlichen schon wieder.,negative
Kanzlerin #Merkel hat Innenminister #Seehofer mit ihrer Richtlinienkompetenz gedroht. https://t.co/PGGcQlUfGx,positive
@psychomaennchen @WELT_Politik @Die_Gruenen @CDU Ich will heute das was Merkel will,neither
"@caspary @DrWetti @CDU Ihnen ist schon klar, dass Ihre Frau Dr. Merkel massiv von den politischen Eingriffen Österreichs und vor allem Ungarns profitiert hat, sie parallel aber paradoxerweise aufs schärfste kritisierte. Völlig daneben, das nun als Erfolg der CDU zu verkaufen.",negative
"Klar bleibt Jogi Bundestrainer, Merkel bleibt auch Kanzlerin - eierloses Gesocks",negative
"Dass ich mal auf Angela Merkel hoffen würde, hätte ich nicht gedacht. #ImpeachSeehofer https://t.co/oQ5h7DhCn0",positive
"Liebe Frau Dr. Merkel,1.) Alle CSU-Minister entlassen2.) Regierung nur mit @CDU und @spdbt 3.) Die paar ""fehlenden"" Stimmen zur Mehrheit von FDP, Linken und Grünen je nach Gesetzesvorhaben holen.Das ist stabiler, als das Affentheater mit den Machtmenschen aus Bayern. https://t.co/H74AuWkqmD",neither
Und dafür sind #MERKEL +ihre Partei die #CDU sowie #Seehofer mit der #CSU massgeblich VERANTWORTLICH !Wer bringt sie vor internationales Gericht ?#Seenotrettung #Behinderung #Tote #Unterbundene #Hilfeleistung #Mord #AfD https://t.co/9Y5498Rd95,negative
"@gisiangi Klar . Die CDU muss zu ihren Werten zurückfinden, das geht nur ohne Merkel.  Ob der Kurs dann geändert wird, bleibt abzuwarten. Aber nicht vergessen,  Merkel handelte in Auftrag.Die Verantwortlichen werden bei dieser Person auf jeden Fall es auch versuchen.",negative
"Frau #Merkel, sehen Sie es doch Mal so: Wenn die #Union auseinanderbrechen würde, wäre die @CDU durchaus eine Partei, über die man nachdenken könnte, sie zu wählen. Lassen Sie sich nicht von #Seehofer erpressen! #Unionsstreit",positive
Was besseres als ein von allen guten Geistern verlassene Seehofer konnte Merkel ja eigentlich gar nicht passieren... https://t.co/vlvElgjIpR,negative
"„Ich bin der Meinung, man muss nicht so viel Angst haben, wenn Menschen eine andere Meinung haben.“ Angela Merkel am 16.11.2012 auf dem deutsch-russischen Gesprächsforum der Zivilgesellschaften ""Petersburger Dialog"" https://t.co/GvGCQmMoMA",neither
"Einfach krank..diese #DE Regierung...@AuswaertigesAmt #Merkel ....Wer sagte...""„Von deutschem Boden darf nie wieder Krieg ausgehen!"" ??? Alles vergessen,Madam #VonDerLeyen? Eigene 7 Kinder gehen nicht sterben.. https://t.co/yDSVSGWcfL",negative
Der Dax setzt seine Erholung zum Wochenstart fort. Gespräche zwischen Merkel und der chinesischen Regierung könnten für weitere Impulse sorgen. https://t.co/Fqw9LSIO4m,neither
Die mächtigste Frau der Welt - Warum lässt sich Angela Merkel so demütigen?https://t.co/8RmTVRvcvpÜber meinen Google-Feed geteilt,negative
"Die deutsche demokratische Führung unter Dr. Angela Merkel ist für das Schlamassel in Deutschland verantwortlich. Infam, wie diese Brandstifter von @CDU, @CSU und @SPD ausgerechnet die eigene Feuerwehr dafür verantwortlich machen. https://t.co/uSDSHYiFMU",negative
https://t.co/FkViFP8g23 - NEWS📢 Mini-#Renten - Danke Frau Dr. Merkel @cdu für Ihre schlechte Politik! #Altersarmut https://t.co/p7KozyLMaU https://t.co/rSfeDLw6rd,negative
,negative
"18.06.2018 HAHAHA Drehhofer CSU, Bettvorleger von Merkel CDU, gibt im Asylstreit nach https://t.co/JNqHHswzkk",negative
Merkel = Totengräberin .Keine Stasiweiber in die Regierung. https://t.co/SREhCXNivR,negative
... zusammenhalten in der EU und Stabilität in der Regierung  ... Die Bundeskanzlerin Merkel ist die Regierungschefin und es besteht ein Koalitionsvertrag!,positive
"Frau #Merkel sitzt Probleme nicht aus. Sie brütet sie aus, bis sie richtig groß sind. Alternativ sitzt sie sie einfach platt, bis sie alles zudecken. #merkelsstrategie #merkel #flüchtlinge #migration #nichtmeinekanzlerin #cdu #groko",negative
,positive
Auch die #FAZ geht deutlich auf Distanz zu Frau #Merkel.https://t.co/ofvoLrUHTz https://t.co/ofvoLrUHTz,negative
,negative
"News: Donald Trump, Kim Jong Un, Nordkorea, Horst Seehofer, Angela Merkel - SPIE  https://t.co/u0bK312IfT",neither
,negative
"@RobertHabeck Es gibt da eine Kanzlerin, die das verhindern müsste...#Merkel #SeehoferRuecktritt",negative
Ich mag das @YouTube-Video: https://t.co/sFmFpNEUI4 Lügen darf man nicht sagen - Angela Merkel vs Donald Trump,neither
,negative
Die CDU/CSU ist eine Erfolgsgeschichte für Deutschland sagt Frau Dr. Merkel. Geht's noch?!Die CSU nimmt Deutschland seit Jahrzehnten immer wieder in Geiselhaft und die CDU lässt das mit sich... https://t.co/DYo602LRCi,negative
"@zeitonline Der Abgang von Fr Merkel ,die Spaltung von CDU/CSU und der Antritt einer bundesweiten eigenständigen #CSU würde nur die Existenz der #AfD bestätigen und stärkenSie beweist das kleingeistige provinzielle Format eines #Seehofer und #Söder und ihre Lust am Untergang",negative
"@Kai_Whittaker @CDU @cducsubt 2. von links MdB Whittaker, halb verdeckt BKin Dr. Merkel, wie sie es so schätzt. https://t.co/TL8Cedrp31",negative
43% want to have a new chancellor for Germany from one survey but 43% still want to have Dr. Merkel as chancellor.  I belong to later group. Umfrage: 43 Prozent wollen Merkels Rücktritthttps://t.co/yjuV8m8YhgÜber @updayDE gesendet,neither
"@WDR #Merkel hält weiterhin an ihrem Kurs fest um ihre in der Vergangenheit gemachten Fehler in der Migrationsfrage nicht eingestehen zu müssen, dieses Verhalten wird Deutschland noch mehr spalten als es das jetzt schon ist #CDU #CSU",negative
Hey @cducsubt ich frag mal auf hessisch: Hammers bald?! #asylstreit #regierungskrise #seehofer #merkel #kanzlerin @CDU @CSU,negative
@jankortemdb @cducsubt Haben Sie schon mal eine klare Ansage der @spdbt gegenüber der CDU/Merkel erlebt? Das wäre ja Revolution im Amt ...,negative
Merkel nach Libanon-Reise an EU-Grenze abgewiesen via @welt https://t.co/VaABlbrWgm,negative
"Möglicherweise wird #Seehofer heute der erste Minister, der rausgeworfen wird, weil er zurücktritt. 😉 #CSU #Merkel #CDU #CDUCSU",neither
,negative
"Wird Zeit, dass #Mutti dem  #Seehofer das vollste Vertrauen ausspricht. #Merkel #CDU #CSU",neither
"@derdems @fyshuan @GtzFrmming @welt Ich gehöre in keinen Anti-Merkel-Club, höchstens in einen Pro-Merkel-Anti-CDU-Club.",positive
"@VolkwardWulf @LuciPapuci @Nilzenburger Naja, wenn Merkel wirklich links sein sollte was sind dann die, die sich als links bezeichnen?Erschreckend finde ich eher, dass die SPD der CDU den Weg geebnet hat. Schily hatte die Idee mit den Lagern außerhalb der EU schon vor vielen Jahren.",negative
"Für die Geschichtsbücher. Frau Dr. Angela Merkel, deutsche Kanzlerin, Ende Juni 2018.#Merkel https://t.co/s71aBJwCJu",negative
,positive
https://t.co/Io0UEolstUSelbst die #FAZ kehrt #Merkel den Rücken und dokumentiert das aktuell gegen geltendes Recht verstoßen wirdEine Regierung welche Jahrelang #Rechtsbruch begeht und erst eine Serie von #Mädchenmord und #Vergewaltigung weckt Teile der #Mainstreammedien,negative
"Deswegen gehört die vorige Regierung, allen voran Frau Dr. Merkel nicht nur politisch zur Verantwortung gezogen, sondern auch strafrechtlich! https://t.co/hKFqafh9SV",negative
@CDU @KASonline So ein Schwachsinn die Wahrheit ist....... Merkel spaltet Deutschland Merkel spaltet Europa Merkel spaltet selbst eure Partei...... Merkel muss endlich zurücktreten,negative
Die Deutsche Presse #ARD #ZDF ist sauer das #Trump Frieden schafft und Ihre Mutti #Merkel #CDU Scheiß Politik macht...Aber das hat sie doch auch in den letzten 13 Jahren gemacht...,negative
"Und Dr. Angela Merkel, @tagesschau, @CDU, @CSU, @Ralf_Stegner und Genoss*en veranstalten ein Riesenchaos und Riesentamtam, und lassen die Wertegemeinschaft crashen. Dabei gibt noch sehr viel Platz für Afrika in Deutschland. #fedidwgugl #Asyltourismus https://t.co/nAmvBuve7W",negative
"Merkel besucht Paderborner AltenpflegeheimAngela Merkel hat heute ein Altenpflegeheim bei unseren Nachbarn in Paderborn besucht. Sie war auf Einladung eines Pflegers gekommen, der ihr während einer Wahlkampfveranstaltung im Fernsehen das Versprechen di… https://t.co/YQ7QDjr8Ct",positive
"#gerswe - frage: was haben tom bartels, joachim löw und angela merkel gemeinsam? richtig, sie blubbern ständig vor sich hin, sind 'unkündbar' und bringen normale (kritische) menschen gegen sich auf ...",negative
"@SVPch Solange Frau Sommaruga Frau Merkel imitiert, muss der Druck auf sie sich noch verstärken. Sonst verletzt auch die Schweizer Regierung gegenüber anderen Ländern den Schengen Vertrag und natürlich auch Schweizer Recht.https://t.co/wQcpbOyAKX",negative
"➡️☪️Muslimische Halbtiere handeln so❗️Frau Dr. Merkel CDU, SPD, für die politischen Sekten Linksfaschisten Grüne+ Kommunistenpartei Linke wollen noch mehr von diesen arbeitsscheuen Idioten❗️ https://t.co/k4x7wUTRMy",negative
Ist doch eine Frechheit von #Merkel #CDU diese Sprüche zu #Migranten als europäische Lösung zu verkaufen. Das ist doch vor allem heiße Luft,negative
"Sachlich, gelassen und das Ganze im Blick: ein starker Auftritt der #Bundeskanzlerin Dr. Angela #Merkel in der #Regierungsbefragung heute im #Bundestag!#cducsu #cdu",positive
"@barto71536603 @ZDFheute Haben Sie nicht verstanden, wenn #Merkel weg ist, und #KrampKarrenbauer oder #Klöckner ""übernehmen"" oder wer auch immer von der #CDU, die #AFD noch mehr wächst? Und das ist auch gut so.",negative
"Sehr geehrte Frau Bundeskanzlerin,liebe Angela Merkel,könnten Sie bitte diesen Schandfleck #Seehofer aus Ihrem Kabinett entfernen?Danke! https://t.co/lL68RqzOIG",neither
"#Merkel spricht über Migration, Asylpolitik etc. und wo ist #Seehofer? #NichtDa #Regierungserklärung #Bundestag",positive
"@Dennis_2607 @S_Schwarzkopf @welt Wie kann es denn aber sein, dass der Bund unter der Regierung #Merkel s 160 Mrd. Euro mehr Steuern p.a. einnimmt (+ von Verbrauchern bezahlte Energiewende) &amp; angesichts von Nullzinsen beim Bürger nichts ankommt/Infrastruktur kaputt ist?Weil das Geld nicht für D ausgegeben wird.",negative
@yeah_well_as_if @welt Wer braucht schon Merkel und ihre ahnungslose CDU,negative
Laut Eilmeldung haben Merkel/Seehofer sich geeinigt &amp; Seehofer bleibt Innenminister. - Ab jetzt ist Seehofer nur noch Merkels Bettvorleger. Mehr nicht!Die Politiker aus CDU und CSU kleben an ihren Abgeordneten-Bezügen wie die Fliegen am Leimband. Alles EKELHAFT! Quittung kommt!,negative
"@StZ_NEWS Wenn #Merkel mit ihrer #CDU so weitermacht, kann das leicht passieren. #CDU",negative
#Kritik an #AngelaMerkel #Bürger massiv #verunsichert: #Experten attackieren #Asylpolitik: #Merkel trägt #Verantwortung für #Spaltung #Europas! #AsylPolitik #EU #Asylstreit #FalscheEntscheidung #Verantwortungslosigkeit #Berlin #CDU #CSU  https://t.co/XNMbEF9lLL,negative
@welt Er könnte Ihnen ja mit Rücktritt drohen.... warum auch immer hat das bei Fr. Dr. Merkel und der @CDU auch geklappt...,negative
,negative
"Frau Dr. #Merkel, ich oute mich: Ich habe Sie noch nie gewählt. Aber in der jetzigen Situation beweisen Sie wahre Größe und stehen zu Ihrer Flüchtlingspolitik der #Menschlichkeit. Ich zolle Ihnen größten #Respekt und bin der Meinung, 🇩🇪 kann stolz auf seine #Kanzlerin sein.",positive
Direkt von der CDU Parteizentrale #SeehoferRuecktritt #merkel #Asylstreit https://t.co/h7pfzssWS3,neither
"Beide sollten abtreten, Seehofer weil er für seinen scheiß Egotrip die Regierung erpresst und Merkel weil sie sich erpressen lässt. Das ist kein regieren, nicht ""Stabilität &amp; Sicherheit"", das ist GZSZ.",negative
"Erneuter Schlag gegen #Merkel #CDU: #CSU-Ministerpräsident  Markus #Söder lehnt die Pläne für ein Eurozonen-Budget ab. Er deutet an,  die Kanzlerin wolle sich damit die Zustimmung in Asylfragen erkaufen.Sie wird mit allen Staaten einen Erdogan Deal machen bis wir Pleite sind",negative
